fecha,sucursal,tamano,n_tickets,ingreso_total_mxn,n_con_bebida,tasa_conversion_bebida
2025-06-11,Centro Sur,Mediano,98,20750.0,67,0.6837
2025-06-11,El Refugio,Chico,104,16845.0,72,0.6923
2025-06-11,El Refugio,Grande,50,13235.0,38,0.76
2025-06-11,El Refugio,Mediano,170,36270.0,124,0.7294
2025-06-11,Jurica,Chico,67,10685.0,42,0.6269
2025-06-11,Jurica,Grande,47,12275.0,32,0.6809
2025-06-11,Jurica,Mediano,99,21385.0,78,0.7879
2025-06-11,Juriquilla,Chico,116,18825.0,82,0.7069
2025-06-11,Juriquilla,Grande,62,16375.0,46,0.7419
2025-06-11,Juriquilla,Mediano,173,37050.0,129,0.7457
2025-06-12,Campanario,Chico,92,14920.0,65,0.7065
2025-06-12,Campanario,Grande,87,23015.0,66,0.7586
2025-06-12,Campanario,Mediano,195,41490.0,139,0.7128
2025-06-12,Centro Sur,Chico,66,10725.0,46,0.697
2025-06-12,Centro Sur,Grande,37,9775.0,28,0.7568
2025-06-12,Centro Sur,Mediano,96,20770.0,76,0.7917
2025-06-12,El Refugio,Chico,88,14665.0,71,0.8068
2025-06-12,El Refugio,Grande,53,13805.0,35,0.6604
2025-06-12,El Refugio,Mediano,137,29325.0,101,0.7372
2025-06-12,Jurica,Chico,68,11185.0,51,0.75
2025-06-12,Jurica,Grande,53,14080.0,42,0.7925
2025-06-12,Jurica,Mediano,114,24490.0,88,0.7719
2025-06-12,Juriquilla,Chico,111,18210.0,82,0.7387
2025-06-12,Juriquilla,Grande,79,20935.0,62,0.7848
2025-06-12,Juriquilla,Mediano,194,41910.0,154,0.7938
2025-06-13,Campanario,Chico,90,14855.0,69,0.7667
2025-06-13,Campanario,Grande,61,16010.0,43,0.7049
2025-06-13,Campanario,Mediano,157,33370.0,111,0.707
2025-06-13,Centro Sur,Chico,55,9320.0,48,0.8727
2025-06-13,Centro Sur,Grande,31,8135.0,22,0.7097
2025-06-13,Centro Sur,Mediano,97,20955.0,77,0.7938
2025-06-13,El Refugio,Chico,74,12370.0,61,0.8243
2025-06-13,El Refugio,Grande,53,14065.0,41,0.7736
2025-06-13,El Refugio,Mediano,115,24970.0,95,0.8261
2025-06-13,Jurica,Chico,65,10680.0,49,0.7538
2025-06-13,Jurica,Grande,51,13755.0,45,0.8824
2025-06-13,Jurica,Mediano,99,21420.0,79,0.798
2025-06-13,Juriquilla,Chico,87,14330.0,66,0.7586
2025-06-13,Juriquilla,Grande,65,17085.0,46,0.7077
2025-06-13,Juriquilla,Mediano,160,34310.0,121,0.7562
2025-06-14,Campanario,Chico,103,17055.0,81,0.7864
2025-06-14,Campanario,Grande,78,20740.0,62,0.7949
2025-06-14,Campanario,Mediano,174,37190.0,128,0.7356
2025-06-14,Centro Sur,Chico,50,8435.0,43,0.86
2025-06-14,Centro Sur,Grande,48,12775.0,39,0.8125
2025-06-14,Centro Sur,Mediano,79,16880.0,58,0.7342
2025-06-14,El Refugio,Chico,79,13050.0,62,0.7848
2025-06-14,El Refugio,Grande,41,10755.0,29,0.7073
2025-06-14,El Refugio,Mediano,112,24200.0,89,0.7946
2025-06-14,Jurica,Chico,57,9145.0,37,0.6491
2025-06-14,Jurica,Grande,34,9050.0,27,0.7941
2025-06-14,Jurica,Mediano,88,18865.0,67,0.7614
2025-06-14,Juriquilla,Chico,96,15930.0,76,0.7917
2025-06-14,Juriquilla,Grande,59,15540.0,43,0.7288
2025-06-14,Juriquilla,Mediano,167,35680.0,122,0.7305
2025-06-15,Campanario,Chico,90,14890.0,70,0.7778
2025-06-15,Campanario,Grande,54,14250.0,40,0.7407
2025-06-15,Campanario,Mediano,162,34700.0,121,0.7469
2025-06-15,Centro Sur,Chico,48,7815.0,34,0.7083
2025-06-15,Centro Sur,Grande,27,7220.0,22,0.8148
2025-06-15,Centro Sur,Mediano,105,22455.0,78,0.7429
2025-06-15,El Refugio,Chico,84,13885.0,66,0.7857
2025-06-15,El Refugio,Grande,37,9770.0,28,0.7568
2025-06-15,El Refugio,Mediano,137,29395.0,104,0.7591
2025-06-15,Jurica,Chico,55,8970.0,40,0.7273
2025-06-15,Jurica,Grande,40,10450.0,27,0.675
2025-06-15,Jurica,Mediano,85,18430.0,69,0.8118
2025-06-15,Juriquilla,Chico,105,17425.0,84,0.8
2025-06-15,Juriquilla,Grande,65,17190.0,49,0.7538
2025-06-15,Juriquilla,Mediano,159,33940.0,116,0.7296
2025-06-16,Campanario,Chico,119,19370.0,84,0.7059
2025-06-16,Campanario,Grande,74,19440.0,52,0.7027
2025-06-16,Campanario,Mediano,151,32110.0,107,0.7086
2025-06-16,Centro Sur,Chico,65,10855.0,54,0.8308
2025-06-16,Centro Sur,Grande,35,9220.0,25,0.7143
2025-06-16,Centro Sur,Mediano,101,21375.0,69,0.6832
2025-06-16,El Refugio,Chico,79,13065.0,62,0.7848
2025-06-16,El Refugio,Grande,55,14735.0,46,0.8364
2025-06-16,El Refugio,Mediano,158,33875.0,119,0.7532
2025-06-16,Jurica,Chico,59,9805.0,47,0.7966
2025-06-16,Jurica,Grande,53,14125.0,44,0.8302
2025-06-16,Jurica,Mediano,126,26845.0,91,0.7222
2025-06-16,Juriquilla,Chico,127,21020.0,100,0.7874
2025-06-16,Juriquilla,Grande,71,18805.0,54,0.7606
2025-06-16,Juriquilla,Mediano,181,38755.0,135,0.7459
2025-06-17,Campanario,Chico,106,17485.0,81,0.7642
2025-06-17,Campanario,Grande,86,22735.0,64,0.7442
2025-06-17,Campanario,Mediano,180,38810.0,142,0.7889
2025-06-17,Centro Sur,Chico,76,12255.0,51,0.6711
2025-06-17,Centro Sur,Grande,38,10015.0,28,0.7368
2025-06-17,Centro Sur,Mediano,89,19055.0,66,0.7416
2025-06-17,El Refugio,Chico,89,14485.0,64,0.7191
2025-06-17,El Refugio,Grande,51,13690.0,44,0.8627
2025-06-17,El Refugio,Mediano,151,32625.0,120,0.7947
2025-06-17,Jurica,Chico,70,11655.0,57,0.8143
2025-06-17,Jurica,Grande,47,12570.0,39,0.8298
2025-06-17,Jurica,Mediano,116,24835.0,86,0.7414
2025-06-17,Juriquilla,Chico,101,16380.0,70,0.6931
2025-06-17,Juriquilla,Grande,69,18070.0,48,0.6957
2025-06-17,Juriquilla,Mediano,187,40000.0,138,0.738
2025-06-18,Campanario,Chico,103,16865.0,76,0.7379
2025-06-18,Campanario,Grande,65,17360.0,53,0.8154
2025-06-18,Campanario,Mediano,197,42480.0,155,0.7868
2025-06-18,Centro Sur,Chico,52,8660.0,42,0.8077
2025-06-18,Centro Sur,Grande,47,12550.0,39,0.8298
2025-06-18,Centro Sur,Mediano,114,24610.0,91,0.7982
2025-06-18,El Refugio,Chico,96,15635.0,69,0.7188
2025-06-18,El Refugio,Grande,59,15615.0,45,0.7627
2025-06-18,El Refugio,Mediano,134,28820.0,103,0.7687
2025-06-18,Jurica,Chico,50,8235.0,39,0.78
2025-06-18,Jurica,Grande,51,13615.0,42,0.8235
2025-06-18,Jurica,Mediano,105,22290.0,74,0.7048
2025-06-18,Juriquilla,Chico,97,15895.0,72,0.7423
2025-06-18,Juriquilla,Grande,95,25060.0,70,0.7368
2025-06-18,Juriquilla,Mediano,191,40930.0,143,0.7487
2025-06-19,Campanario,Chico,102,16845.0,79,0.7745
2025-06-19,Campanario,Grande,66,17345.0,47,0.7121
2025-06-19,Campanario,Mediano,184,39610.0,143,0.7772
2025-06-19,Centro Sur,Chico,52,8525.0,39,0.75
2025-06-19,Centro Sur,Grande,44,11575.0,32,0.7273
2025-06-19,Centro Sur,Mediano,94,20160.0,71,0.7553
2025-06-19,El Refugio,Chico,104,16930.0,74,0.7115
2025-06-19,El Refugio,Grande,45,11860.0,33,0.7333
2025-06-19,El Refugio,Mediano,155,33285.0,118,0.7613
2025-06-19,Jurica,Chico,55,8980.0,40,0.7273
2025-06-19,Jurica,Grande,55,14480.0,40,0.7273
2025-06-19,Jurica,Mediano,118,25110.0,85,0.7203
2025-06-19,Juriquilla,Chico,118,19490.0,92,0.7797
2025-06-19,Juriquilla,Grande,81,21330.0,59,0.7284
2025-06-19,Juriquilla,Mediano,185,39850.0,145,0.7838
2025-06-20,Campanario,Chico,93,15320.0,71,0.7634
2025-06-20,Campanario,Grande,57,15075.0,43,0.7544
2025-06-20,Campanario,Mediano,176,37450.0,125,0.7102
2025-06-20,Centro Sur,Chico,53,8570.0,36,0.6792
2025-06-20,Centro Sur,Grande,48,12490.0,31,0.6458
2025-06-20,Centro Sur,Mediano,89,19145.0,69,0.7753
2025-06-20,El Refugio,Chico,68,11040.0,47,0.6912
2025-06-20,El Refugio,Grande,48,12610.0,34,0.7083
2025-06-20,El Refugio,Mediano,131,27855.0,93,0.7099
2025-06-20,Jurica,Chico,41,6570.0,26,0.6341
2025-06-20,Jurica,Grande,30,7785.0,19,0.6333
2025-06-20,Jurica,Mediano,85,18205.0,64,0.7529
2025-06-20,Juriquilla,Chico,88,14360.0,64,0.7273
2025-06-20,Juriquilla,Grande,69,18090.0,48,0.6957
2025-06-20,Juriquilla,Mediano,153,32905.0,118,0.7712
2025-06-21,Campanario,Chico,82,13355.0,59,0.7195
2025-06-21,Campanario,Grande,58,15335.0,44,0.7586
2025-06-21,Campanario,Mediano,172,36620.0,123,0.7151
2025-06-21,Centro Sur,Chico,66,10580.0,43,0.6515
2025-06-21,Centro Sur,Grande,37,9785.0,28,0.7568
2025-06-21,Centro Sur,Mediano,104,22370.0,81,0.7788
2025-06-21,El Refugio,Chico,77,12640.0,58,0.7532
2025-06-21,El Refugio,Grande,43,11355.0,32,0.7442
2025-06-21,El Refugio,Mediano,150,31735.0,102,0.68
2025-06-21,Jurica,Chico,57,9305.0,42,0.7368
2025-06-21,Jurica,Grande,43,11290.0,30,0.6977
2025-06-21,Jurica,Mediano,79,16955.0,60,0.7595
2025-06-21,Juriquilla,Chico,96,15675.0,69,0.7188
2025-06-21,Juriquilla,Grande,57,15225.0,47,0.8246
2025-06-21,Juriquilla,Mediano,131,28055.0,98,0.7481
2025-06-22,Campanario,Chico,102,16595.0,73,0.7157
2025-06-22,Campanario,Grande,73,19305.0,55,0.7534
2025-06-22,Campanario,Mediano,143,30980.0,116,0.8112
2025-06-22,Centro Sur,Chico,59,9560.0,41,0.6949
2025-06-22,Centro Sur,Grande,40,10545.0,29,0.725
2025-06-22,Centro Sur,Mediano,90,19055.0,62,0.6889
2025-06-22,El Refugio,Chico,69,11255.0,50,0.7246
2025-06-22,El Refugio,Grande,53,14135.0,43,0.8113
2025-06-22,El Refugio,Mediano,125,26925.0,98,0.784
2025-06-22,Jurica,Chico,48,7965.0,38,0.7917
2025-06-22,Jurica,Grande,33,8610.0,22,0.6667
2025-06-22,Jurica,Mediano,88,18780.0,64,0.7273
2025-06-22,Juriquilla,Chico,100,16645.0,81,0.81
2025-06-22,Juriquilla,Grande,65,17110.0,47,0.7231
2025-06-22,Juriquilla,Mediano,143,31050.0,118,0.8252
2025-06-23,Campanario,Chico,105,17310.0,80,0.7619
2025-06-23,Campanario,Grande,65,17260.0,51,0.7846
2025-06-23,Campanario,Mediano,189,40600.0,144,0.7619
2025-06-23,Centro Sur,Chico,57,9385.0,43,0.7544
2025-06-23,Centro Sur,Grande,54,14145.0,37,0.6852
2025-06-23,Centro Sur,Mediano,104,22310.0,79,0.7596
2025-06-23,El Refugio,Chico,84,13880.0,65,0.7738
2025-06-23,El Refugio,Grande,54,14365.0,43,0.7963
2025-06-23,El Refugio,Mediano,150,32045.0,110,0.7333
2025-06-23,Jurica,Chico,57,9340.0,42,0.7368
2025-06-23,Jurica,Grande,36,9430.0,25,0.6944
2025-06-23,Jurica,Mediano,118,25140.0,85,0.7203
2025-06-23,Juriquilla,Chico,118,19095.0,81,0.6864
2025-06-23,Juriquilla,Grande,71,18825.0,56,0.7887
2025-06-23,Juriquilla,Mediano,202,42975.0,144,0.7129
2025-06-24,Campanario,Chico,97,15985.0,74,0.7629
2025-06-24,Campanario,Grande,73,19195.0,52,0.7123
2025-06-24,Campanario,Mediano,191,41105.0,149,0.7801
2025-06-24,Centro Sur,Chico,71,11620.0,52,0.7324
2025-06-24,Centro Sur,Grande,48,12440.0,30,0.625
2025-06-24,Centro Sur,Mediano,108,23255.0,84,0.7778
2025-06-24,El Refugio,Chico,76,12455.0,57,0.75
2025-06-24,El Refugio,Grande,53,14035.0,41,0.7736
2025-06-24,El Refugio,Mediano,125,26970.0,99,0.792
2025-06-24,Jurica,Chico,64,10535.0,49,0.7656
2025-06-24,Jurica,Grande,37,10015.0,34,0.9189
2025-06-24,Jurica,Mediano,89,18770.0,59,0.6629
2025-06-24,Juriquilla,Chico,101,16690.0,78,0.7723
2025-06-24,Juriquilla,Grande,73,19275.0,54,0.7397
2025-06-24,Juriquilla,Mediano,202,43285.0,152,0.7525
2025-06-25,Campanario,Chico,96,15820.0,73,0.7604
2025-06-25,Campanario,Grande,95,25270.0,76,0.8
2025-06-25,Campanario,Mediano,191,40860.0,141,0.7382
2025-06-25,Centro Sur,Chico,64,10215.0,41,0.6406
2025-06-25,Centro Sur,Grande,48,12690.0,36,0.75
2025-06-25,Centro Sur,Mediano,105,22480.0,78,0.7429
2025-06-25,El Refugio,Chico,97,15835.0,71,0.732
2025-06-25,El Refugio,Grande,70,18430.0,51,0.7286
2025-06-25,El Refugio,Mediano,138,29800.0,110,0.7971
2025-06-25,Jurica,Chico,70,11205.0,46,0.6571
2025-06-25,Jurica,Grande,50,13270.0,39,0.78
2025-06-25,Jurica,Mediano,97,20895.0,76,0.7835
2025-06-25,Juriquilla,Chico,93,15460.0,74,0.7957
2025-06-25,Juriquilla,Grande,75,19760.0,55,0.7333
2025-06-25,Juriquilla,Mediano,187,39865.0,136,0.7273
2025-06-26,Campanario,Chico,106,17460.0,81,0.7642
2025-06-26,Campanario,Grande,77,20265.0,56,0.7273
2025-06-26,Campanario,Mediano,189,40215.0,135,0.7143
2025-06-26,Centro Sur,Chico,72,11855.0,55,0.7639
2025-06-26,Centro Sur,Grande,44,11770.0,37,0.8409
2025-06-26,Centro Sur,Mediano,121,26025.0,93,0.7686
2025-06-26,El Refugio,Chico,81,13375.0,62,0.7654
2025-06-26,El Refugio,Grande,52,13760.0,39,0.75
2025-06-26,El Refugio,Mediano,141,30115.0,103,0.7305
2025-06-26,Jurica,Chico,72,11745.0,52,0.7222
2025-06-26,Jurica,Grande,44,11630.0,33,0.75
2025-06-26,Jurica,Mediano,124,26820.0,99,0.7984
2025-06-26,Juriquilla,Chico,98,15910.0,69,0.7041
2025-06-26,Juriquilla,Grande,75,19860.0,57,0.76
2025-06-26,Juriquilla,Mediano,183,39290.0,140,0.765
2025-06-27,Campanario,Chico,75,12160.0,52,0.6933
2025-06-27,Campanario,Grande,72,19235.0,59,0.8194
2025-06-27,Campanario,Mediano,163,35230.0,130,0.7975
2025-06-27,Centro Sur,Chico,55,9140.0,44,0.8
2025-06-27,Centro Sur,Grande,26,6890.0,20,0.7692
2025-06-27,Centro Sur,Mediano,98,21100.0,76,0.7755
2025-06-27,El Refugio,Chico,82,13170.0,54,0.6585
2025-06-27,El Refugio,Grande,52,13630.0,36,0.6923
2025-06-27,El Refugio,Mediano,121,26100.0,95,0.7851
2025-06-27,Jurica,Chico,49,7990.0,35,0.7143
2025-06-27,Jurica,Grande,32,8485.0,25,0.7812
2025-06-27,Jurica,Mediano,79,16950.0,59,0.7468
2025-06-27,Juriquilla,Chico,105,17250.0,78,0.7429
2025-06-27,Juriquilla,Grande,59,15540.0,43,0.7288
2025-06-27,Juriquilla,Mediano,171,36325.0,120,0.7018
2025-06-28,Campanario,Chico,106,17105.0,72,0.6792
2025-06-28,Campanario,Grande,54,14290.0,41,0.7593
2025-06-28,Campanario,Mediano,162,34790.0,123,0.7593
2025-06-28,Centro Sur,Chico,58,9460.0,42,0.7241
2025-06-28,Centro Sur,Grande,30,7870.0,21,0.7
2025-06-28,Centro Sur,Mediano,97,20950.0,77,0.7938
2025-06-28,El Refugio,Chico,85,13810.0,60,0.7059
2025-06-28,El Refugio,Grande,47,12410.0,35,0.7447
2025-06-28,El Refugio,Mediano,118,25130.0,85,0.7203
2025-06-28,Jurica,Chico,50,8265.0,39,0.78
2025-06-28,Jurica,Grande,37,9555.0,22,0.5946
2025-06-28,Jurica,Mediano,93,19795.0,67,0.7204
2025-06-28,Juriquilla,Chico,85,13785.0,59,0.6941
2025-06-28,Juriquilla,Grande,57,15230.0,47,0.8246
2025-06-28,Juriquilla,Mediano,150,32140.0,113,0.7533
2025-06-29,Campanario,Chico,90,14920.0,71,0.7889
2025-06-29,Campanario,Grande,49,12760.0,32,0.6531
2025-06-29,Campanario,Mediano,175,37450.0,130,0.7429
2025-06-29,Centro Sur,Chico,64,10625.0,51,0.7969
2025-06-29,Centro Sur,Grande,43,11235.0,29,0.6744
2025-06-29,Centro Sur,Mediano,99,21245.0,75,0.7576
2025-06-29,El Refugio,Chico,66,10820.0,49,0.7424
2025-06-29,El Refugio,Grande,59,15365.0,38,0.6441
2025-06-29,El Refugio,Mediano,145,31435.0,118,0.8138
2025-06-29,Jurica,Chico,57,9455.0,45,0.7895
2025-06-29,Jurica,Grande,38,10245.0,34,0.8947
2025-06-29,Jurica,Mediano,94,20170.0,71,0.7553
2025-06-29,Juriquilla,Chico,116,18925.0,84,0.7241
2025-06-29,Juriquilla,Grande,71,18900.0,57,0.8028
2025-06-29,Juriquilla,Mediano,137,29310.0,102,0.7445
2025-06-30,Campanario,Chico,105,17410.0,83,0.7905
2025-06-30,Campanario,Grande,70,18705.0,58,0.8286
2025-06-30,Campanario,Mediano,210,45120.0,161,0.7667
2025-06-30,Centro Sur,Chico,81,13180.0,57,0.7037
2025-06-30,Centro Sur,Grande,32,8485.0,25,0.7812
2025-06-30,Centro Sur,Mediano,100,21270.0,71,0.71
2025-06-30,El Refugio,Chico,85,13995.0,65,0.7647
2025-06-30,El Refugio,Grande,60,15825.0,44,0.7333
2025-06-30,El Refugio,Mediano,141,30370.0,110,0.7801
2025-06-30,Jurica,Chico,69,11400.0,53,0.7681
