fecha,categoria,producto,cantidad_valor,cantidad_unidad,especificacion_original,unidad_confirmada,categoria_real,unidad_final
2026-03-01,Desechables,Edamames,1.0,caja,1 caja,True,Mariscos y Proteinas,caja
2026-03-01,Desechables,Vinagre de Arroz,1.0,,1,False,Salsas y Condimentos,L
2026-03-01,Desechables,Veggie Dumplings,2.0,,2,False,Congelados,paquete
2026-03-01,Desechables,Sake,1.0,,1,False,Salsas y Condimentos,L
2026-03-01,Desechables,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-01,Desechables,Arroz Integral,1.0,,1,False,Abastos - Granos,kg
2026-03-01,Desechables,Alga Nori (Seaweed),4.0,,4,False,Semillas y Toppings,kg
2026-03-01,Desechables,Kanikama,5.0,,5,False,Mariscos y Proteinas,kg
2026-03-01,Desechables,Palillos,7.0,,7,False,Desechables - Papel,paquete
2026-03-01,Bebidas,Limón,9.0,,9,False,Abastos - Vegetales,kg
2026-03-01,Bebidas,Maracuyá,9.0,,9,False,Insumos para Bebidas Preparadas,L
2026-03-01,Bebidas,Horchata,9.0,,9,False,Insumos para Bebidas Preparadas,L
2026-03-01,Bebidas,Crema de Coco,9.0,,9,False,Abastos - Lacteos,L
2026-03-01,Bebidas,Agua de Jamaica,7.0,,7,False,Insumos para Bebidas Preparadas,L
2026-03-01,Bebidas,Fresa,4.0,,4,False,Abastos - Vegetales,kg
2026-03-01,Bebidas,Pulpo,1.0,kg,1kg,True,Mariscos y Proteinas,kg
2026-03-01,Bebidas,Vitafilm,1.0,,1,False,Desechables - Papel,paquete
2026-03-01,Bebidas,Mayonesa,3.0,,3,False,Salsas y Condimentos,L
2026-03-01,Bebidas,Yogurt Natural,5.0,,5,False,Abastos - Lacteos,L
2026-03-01,Bebidas,Huevo,1.0,docena,1 docena,True,Bebidas,docena
2026-03-01,Bebidas,Maicena,1.0,,1,False,Abastos - Granos,kg
2026-03-01,Bebidas,Sal,1.0,,1,False,Abastos - Granos,kg
2026-03-01,Bebidas,Servilletas,3.0,,3,False,Desechables - Papel,paquete
2026-03-01,Bebidas,Salsa Macha,2.0,,2,False,Salsas y Condimentos,L
2026-03-01,Bebidas,Chipotle,18.0,,18,False,Salsas y Condimentos,kg
2026-03-01,Bebidas,Agua Natural,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-01,Bebidas,Maicena,1.0,,1,False,Abastos - Granos,kg
2026-03-01,Bebidas,Fibras,1.0,caja,1 caja,True,Utensilios,caja
2026-03-01,Bebidas,Agua de Coco,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-01,Bebidas,Coca-Cola,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-01,Bebidas,Coca-Cola Light,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-01,Bebidas,Dumpling de Pollo,2.0,,2,False,Congelados,paquete
2026-03-01,Bebidas,Tenedores Desechables,1.0,caja,1 caja,True,Desechables - Papel,caja
2026-03-01,Bebidas,Jabón para Manos,1.0,,1,False,Limpieza,L
2026-03-01,Bebidas,Papel de Baño,1.0,,1,False,Desechables - Papel,paquete
2026-03-01,Postres,Brownies (paquete),15.0,pz,1,True,Postres,pz
2026-03-01,Otros,Obleas,1.0,,1,False,Desechables - Papel,paquete
2026-03-04,Mariscos,Atún Nacional,6.0,kg,6Kg,True,Mariscos,kg
2026-03-04,Mariscos,Atún Importado,3.0,kg,3kg,True,Mariscos,kg
2026-03-04,Mariscos,Camarón,4.0,kg,4kg,True,Mariscos,kg
2026-03-04,Mariscos,Salmón,4.0,lonjas,4 lonjas,True,Mariscos,lonjas
2026-03-04,Bebidas,Jugo de Naranja (garrafa),5.5,L,1,True,Bebidas,L
2026-03-04,Abastos,Limón,2.0,kg,2kg,True,Abastos - Vegetales,kg
2026-03-04,Abastos,Mango,7.0,kg,7kg verdes 5kg maduros,True,Abastos - Vegetales,kg
2026-03-04,Abastos,Pepino,16.0,kg,16 kg,True,Abastos,kg
2026-03-04,Abastos,Aguacate,5.0,kg,5kg maduros y 5kg verdes,True,Abastos,kg
2026-03-04,Abastos,Piña,1.0,grande,1 grande,True,Abastos - Vegetales,grande
2026-03-04,Abastos,Zanahoria,3.0,kg,3kg,True,Abastos,kg
2026-03-04,Abastos,Betabel,2.0,kg,2kg,True,Abastos,kg
2026-03-04,Abastos,Jícama,3.0,kg,3kg,True,Abastos - Vegetales,kg
2026-03-04,Abastos,Germen de Soya,1.5,kg,1.5kg,True,Abastos - Vegetales,kg
2026-03-04,Semillas,Ajonjolí Blanco,1.0,kg,1kg,True,Semillas,kg
2026-03-04,Semillas,Alga Nori,1.0,,1,False,Semillas y Toppings,kg
2026-03-04,Semillas,Jengibre Sazonado,1.0,,1,False,Abastos - Vegetales,kg
2026-03-04,Semillas,Edamames,1.0,caja,1 caja,True,Mariscos y Proteinas,caja
2026-03-04,Semillas,Shichimi,1.0,,1,False,Semillas y Toppings,kg
2026-03-04,Semillas,Veggie Dumplings,2.0,,2,False,Congelados,paquete
2026-03-04,Semillas,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-04,Semillas,Ajonjolí Cremoso,1.0,,1,False,Semillas y Toppings,kg
2026-03-04,Semillas,Leche de Coco,1.0,,1,False,Abastos - Lacteos,L
2026-03-04,Semillas,Vinagre de Arroz,1.0,,1,False,Salsas y Condimentos,L
2026-03-04,Semillas,Masago,1.0,,1,False,Mariscos y Proteinas,kg
2026-03-04,Bebidas,Agua de Jamaica,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-04,Bebidas,Maracuyá,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-04,Bebidas,Horchata,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-04,Bebidas,Coco,10.0,,10,False,Abastos - Vegetales,kg
2026-03-04,Bebidas,Limón,10.0,,10,False,Abastos - Vegetales,kg
2026-03-04,Bebidas,Fresa,10.0,,10,False,Abastos - Vegetales,kg
2026-03-04,Otros,Cebolla Crujiente,1.0,,1,False,Semillas y Toppings,kg
2026-03-08,Mariscos,Atún Nacional,5.0,kg,5 kg,True,Mariscos,kg
2026-03-08,Mariscos,Salmón,4.0,lonjas,4 Lonjas,True,Mariscos,lonjas
2026-03-08,Mariscos,Camarón,4.0,kg,4kg,True,Mariscos,kg
2026-03-08,Abastos,Limón,3.0,kg,3kg,True,Abastos - Vegetales,kg
2026-03-08,Abastos,Pepino,12.0,kg,12Kg,True,Abastos,kg
2026-03-08,Abastos,Mango,5.0,kg,5 kg  maduros,True,Abastos - Vegetales,kg
2026-03-08,Abastos,Aguacate,3.0,kg,3kg maduro y 3kg verdes,True,Abastos,kg
2026-03-08,Abastos,Zanahoria,3.5,kg,3.5 kg,True,Abastos,kg
2026-03-08,Abastos,Cilantro,1.0,manojo,1 manojo chico,True,Abastos,manojo
2026-03-08,Abastos,Germen de Soya,1.0,,1,False,Abastos - Vegetales,kg
2026-03-08,Semillas,Ajonjolí Blanco,500.0,g,500g,True,Semillas,g
2026-03-08,Semillas,Ajonjolí Negro,1.0,kg,1 kg,True,Semillas,kg
2026-03-08,Semillas,Platanitos,2.0,bolsas,2 bolsas,True,Semillas y Toppings,bolsas
2026-03-08,Desechables,Bowl (empaque),32.0,oz,32oz con tapas 1,True,Desechables,oz
2026-03-08,Desechables,Bowl (empaque),26.0,oz,26oz con tapas 1,True,Desechables,oz
2026-03-08,Desechables,Guantes Grandes,1.0,,1,False,Utensilios,paquete
2026-03-08,Desechables,Souflés sin Tapa,1.0,caja,1 caja,True,Desechables,caja
2026-03-08,Desechables,Salsa de Soya,1.0,,1,False,Salsas y Condimentos,L
2026-03-08,Desechables,Salsa de Anguila,5.1,L,5.1L,True,Desechables,L
2026-03-08,Desechables,Ajonjolí Cremoso,1.0,,1,False,Semillas y Toppings,kg
2026-03-08,Desechables,Jengibre,1.0,,1,False,Abastos - Vegetales,kg
2026-03-08,Desechables,Jengibre Sazonado,1.0,,1,False,Abastos - Vegetales,kg
2026-03-08,Desechables,Leche de Coco,1.0,,1,False,Abastos - Lacteos,L
2026-03-08,Desechables,Veggie Dumplings,2.0,,2,False,Congelados,paquete
2026-03-08,Desechables,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-08,Desechables,Edamames,1.0,,1,False,Mariscos y Proteinas,kg
2026-03-08,Desechables,Arroz Integral,2.0,,2,False,Abastos - Granos,kg
2026-03-08,Desechables,Alga Nori (Seaweed),2.0,,2,False,Semillas y Toppings,kg
2026-03-08,Desechables,Kanikama,1.5,kg,1.5 kg,True,Mariscos y Proteinas,kg
2026-03-08,Desechables,Palillos,5.0,,5,False,Desechables - Papel,paquete
2026-03-08,Desechables,Toalla en Rollo,1.0,,1,False,Desechables - Papel,paquete
2026-03-08,Desechables,Quinoa,1.0,,1,False,Abastos - Granos,kg
2026-03-08,Bebidas,Limón,9.0,,9,False,Abastos - Vegetales,kg
2026-03-08,Bebidas,Maracuyá,8.0,,8,False,Insumos para Bebidas Preparadas,L
2026-03-08,Bebidas,Horchata,5.0,,5,False,Insumos para Bebidas Preparadas,L
2026-03-08,Bebidas,Crema de Coco,8.0,,8,False,Abastos - Lacteos,L
2026-03-08,Bebidas,Agua de Jamaica,5.0,,5,False,Insumos para Bebidas Preparadas,L
2026-03-08,Bebidas,Mango,4.0,,4,False,Abastos - Vegetales,kg
2026-03-08,Bebidas,Pulpo,1.0,kg,1kg,True,Mariscos y Proteinas,kg
2026-03-08,Limpieza,Tuppers para Almacenar,6.0,,6 (330 ml),False,Utensilios,pza
2026-03-08,Limpieza,Mayonesa,2.0,,2,False,Salsas y Condimentos,L
2026-03-08,Limpieza,Yogurt Natural,3.0,,3,False,Abastos - Lacteos,L
2026-03-08,Limpieza,Huevo,1.0,docena,1 docena,True,Limpieza,docena
2026-03-08,Limpieza,Aceite Vegetal,1.0,,1,False,Salsas y Condimentos,L
2026-03-08,Limpieza,Salsa Macha,3.0,,3,False,Salsas y Condimentos,L
2026-03-08,Limpieza,Chipotle,6.0,,6,False,Salsas y Condimentos,kg
2026-03-08,Limpieza,Trapo Amarillo,2.0,,2,False,Utensilios,pza
2026-03-08,Limpieza,Agua Natural,2.0,,2,False,Bebidas Embotelladas,pza
2026-03-08,Limpieza,Agua de Coco,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-08,Limpieza,Coca-Cola,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-08,Limpieza,Coca-Cola Light,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-08,Limpieza,Queso Crema,1.0,,1,False,Abastos - Lacteos,kg
2026-03-08,Limpieza,Dumpling de Pollo,2.0,,2,False,Congelados,paquete
2026-03-08,Limpieza,Tenedores Desechables,1.0,,1,False,Desechables - Papel,paquete
2026-03-08,Limpieza,Lysol,1.0,,1,False,Limpieza,L
2026-03-08,Limpieza,Pinol,1.0,,1,False,Limpieza,L
2026-03-08,Limpieza,Sanitas,1.0,,1,False,Desechables - Papel,paquete
2026-03-08,Limpieza,Odoban Cítricos,1.0,,1,False,Limpieza,L
2026-03-08,Postres,Brownies (paquete),15.0,pz,1,True,Postres,pz
2026-03-08,Otros,Obleas,1.0,,1,False,Desechables - Papel,paquete
2026-03-08,Otros,Bolsa de Papel To-Go,1.0,chica,1 chica,True,Desechables - Papel,chica
2026-03-08,Otros,Scoop,1.0,negra,1 negra,True,Utensilios,negra
2026-03-11,Mariscos,Atún Nacional,6.0,kg,6 kg,True,Mariscos,kg
2026-03-11,Mariscos,Atún Importado,1.0,kg,1 kg,True,Mariscos,kg
2026-03-11,Mariscos,Salmón,3.0,lonjas,3 Lonjas,True,Mariscos,lonjas
2026-03-11,Mariscos,Camarón,4.0,kg,4 kg,True,Mariscos,kg
2026-03-11,Abastos,Limón,25.0,kg,2500 kg [CORREGIDO por el equipo: valor real = 25 kg],True,Abastos - Vegetales,kg
2026-03-11,Abastos,Pepino,15.0,kg,15Kg,True,Abastos,kg
2026-03-11,Abastos,Mango,8.0,kg,8 kg  maduros 4 kg verdes,True,Abastos - Vegetales,kg
2026-03-11,Abastos,Aguacate,4.0,kg,4kg maduro y 4kg verdes,True,Abastos,kg
2026-03-11,Abastos,Piña,1.0,,1,False,Abastos - Vegetales,kg
2026-03-11,Abastos,Betabel,2.0,kg,2 kg,True,Abastos,kg
2026-03-11,Abastos,Zanahoria,2.0,kg,2 kg,True,Abastos,kg
2026-03-11,Abastos,Cilantro,1.0,manojo,1 manojo chico,True,Abastos,manojo
2026-03-11,Abastos,Germen de Soya,500.0,g,500 gr,True,Abastos - Vegetales,g
2026-03-11,Abastos,Jícama,1.0,,1,False,Abastos - Vegetales,kg
2026-03-11,Abastos,Cebolla,15.0,kg,15 kg,True,Abastos,kg
2026-03-11,Abastos,Chile Jalapeño,2.0,kg,2 kg,True,Abastos,kg
2026-03-11,Semillas,Coco Rayado,1.0,,1,False,Semillas y Toppings,kg
2026-03-11,Semillas,Platanitos,1.0,bolsa,1 bolsa,True,Semillas y Toppings,bolsa
2026-03-11,Semillas,Jengibre Sazonado,1.0,,1,False,Abastos - Vegetales,kg
2026-03-11,Semillas,Shichimi,1.0,,1,False,Semillas y Toppings,kg
2026-03-11,Semillas,Veggie Dumplings,1.0,,1,False,Congelados,paquete
2026-03-11,Semillas,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-11,Semillas,Edamames,1.0,,1,False,Mariscos y Proteinas,kg
2026-03-11,Semillas,Sake,1.0,,1,False,Salsas y Condimentos,L
2026-03-11,Bebidas,Limón,10.0,,10,False,Abastos - Vegetales,kg
2026-03-11,Bebidas,Maracuyá,7.0,,7,False,Insumos para Bebidas Preparadas,L
2026-03-11,Bebidas,Horchata,6.0,,6,False,Insumos para Bebidas Preparadas,L
2026-03-11,Bebidas,Crema de Coco,6.0,,6,False,Abastos - Lacteos,L
2026-03-11,Bebidas,Agua de Jamaica,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-11,Bebidas,Mango,10.0,,10,False,Abastos - Vegetales,kg
2026-03-15,Mariscos,Atún Nacional,6.0,kg,6 kg,True,Mariscos,kg
2026-03-15,Mariscos,Atún Importado,1.0,kg,1 kg,True,Mariscos,kg
2026-03-15,Mariscos,Salmón,4.0,lonjas,4 lonjas,True,Mariscos,lonjas
2026-03-15,Mariscos,Camarón,4.0,kg,4 kg,True,Mariscos,kg
2026-03-15,Bebidas,Jugo de Naranja (garrafa),5.5,L,1,True,Bebidas,L
2026-03-15,Abastos,Mango,5.0,kg,5 kg verdes,True,Abastos - Vegetales,kg
2026-03-15,Abastos,Pepino,16.0,kg,16 kg,True,Abastos,kg
2026-03-15,Abastos,Aguacate,4.0,kg,4 kg maduros 4 kg verdes,True,Abastos,kg
2026-03-15,Abastos,Piña,1.0,pieza,1 pieza grande,True,Abastos - Vegetales,pieza
2026-03-15,Abastos,Betabel,1.0,kg,1 kg,True,Abastos,kg
2026-03-15,Abastos,Jícama,2.0,kg,2 kg,True,Abastos - Vegetales,kg
2026-03-15,Abastos,Cilantro,1.0,manojo,1 manojo mediano,True,Abastos,manojo
2026-03-15,Abastos,Germen de Soya,1.5,kg,1.5 kg,True,Abastos - Vegetales,kg
2026-03-15,Semillas,Ajonjolí Negro,500.0,g,500 gr,True,Semillas,g
2026-03-15,Semillas,Ajonjolí Blanco,500.0,g,500 gr,True,Semillas,g
2026-03-15,Semillas,Platanitos,1.0,,1,False,Semillas y Toppings,kg
2026-03-15,Semillas,Aceite de Ajonjolí,1.0,,1,False,Salsas y Condimentos,L
2026-03-15,Semillas,Shichimi,500.0,g,500 gr,True,Semillas y Toppings,g
2026-03-15,Semillas,Leche de Coco,1.0,,1,False,Abastos - Lacteos,L
2026-03-15,Semillas,Veggie Dumplings,1.0,,1,False,Congelados,paquete
2026-03-15,Semillas,Arroz Blanco,1.0,,1,False,Abastos - Granos,kg
2026-03-15,Semillas,Arroz Integral,2.0,,2,False,Abastos - Granos,kg
2026-03-15,Semillas,Alga Nori (Seaweed),3.0,,3,False,Semillas y Toppings,kg
2026-03-15,Semillas,Quinoa,1.0,caja,1 caja,True,Abastos - Granos,caja
2026-03-15,Semillas,Rollo Bolsas To-Go,1.0,,1,False,Desechables - Papel,paquete
2026-03-15,Bebidas,Limón,10.0,,10,False,Abastos - Vegetales,kg
2026-03-15,Bebidas,Maracuyá,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-15,Bebidas,Horchata,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-15,Bebidas,Crema de Coco,10.0,,10,False,Abastos - Lacteos,L
2026-03-15,Bebidas,Agua de Jamaica,10.0,,10,False,Insumos para Bebidas Preparadas,L
2026-03-15,Bebidas,Mango,10.0,,10,False,Abastos - Vegetales,kg
2026-03-15,Bebidas,Pulpo,2.0,kg,2 kg,True,Mariscos y Proteinas,kg
2026-03-15,Bebidas,Mayonesa,1.0,,1,False,Salsas y Condimentos,L
2026-03-15,Bebidas,Yogurt Natural,3.0,,3,False,Abastos - Lacteos,L
2026-03-15,Bebidas,Aceite Vegetal,1.0,,1,False,Salsas y Condimentos,L
2026-03-15,Bebidas,Azúcar,500.0,g,500 gr,True,Bebidas,g
2026-03-15,Bebidas,Salsa Macha,4.0,,4,False,Salsas y Condimentos,L
2026-03-15,Bebidas,Agua Natural,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-15,Bebidas,Aromatizante,1.0,,1,False,Limpieza,L
2026-03-15,Bebidas,Agua de Coco,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-15,Bebidas,Coca-Cola,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-15,Bebidas,Coca-Cola Light,1.0,,1,False,Bebidas Embotelladas,pza
2026-03-15,Bebidas,Mostaza Dijón,1.0,,1,False,Salsas y Condimentos,L
2026-03-15,Bebidas,Queso Crema,1.0,,1,False,Abastos - Lacteos,kg
2026-03-15,Bebidas,Dumpling de Pollo,2.0,,2,False,Congelados,paquete
2026-03-15,Otros,Obleas,1.0,,1,False,Desechables - Papel,paquete
2026-03-18,Mariscos,Atún Nacional,6.0,kg,6 kg,True,Mariscos,kg
2026-03-18,Mariscos,Atún Importado,1.0,kg,1 kg,True,Mariscos,kg
2026-03-18,Mariscos,Salmón,3.0,lonjas,3 lonjas,True,Mariscos,lonjas
2026-03-18,Mariscos,Camarón,3.0,kg,3 kg,True,Mariscos,kg
2026-03-18,Abastos,Limón,4.5,kg,4.500kg,True,Abastos - Vegetales,kg
2026-03-18,Abastos,Mango,3.0,kg,3 kg (verdes) 2 kg (maduro),True,Abastos - Vegetales,kg
