fecha_dia,ingreso_total_mxn,n_tickets,tasa_bebida
2025-08-01,245365.0,1176,0.7559523809523809
2025-08-02,259880.0,1240,0.760483870967742
2025-08-03,256735.0,1234,0.7576985413290114
2025-08-04,302680.0,1441,0.7307425399028452
2025-08-05,297880.0,1419,0.7603946441155743
2025-08-06,305745.0,1470,0.7401360544217687
2025-08-07,303895.0,1451,0.735354927636113
2025-08-08,253935.0,1216,0.7615131578947368
2025-08-09,264490.0,1260,0.7682539682539683
2025-08-10,256630.0,1219,0.7440525020508614
2025-08-11,311285.0,1498,0.7403204272363151
2025-08-12,302100.0,1435,0.7303135888501742
2025-08-13,310015.0,1486,0.7415881561238223
2025-08-14,297420.0,1415,0.7477031802120141
2025-08-15,256020.0,1212,0.7475247524752475
2025-08-16,247175.0,1171,0.7651579846285226
2025-08-17,262095.0,1264,0.7531645569620253
2025-08-18,316410.0,1511,0.7485109199205824
2025-08-19,307610.0,1476,0.7513550135501355
2025-08-20,302380.0,1451,0.7484493452791179
2025-08-21,293995.0,1403,0.7526728439059159
2025-08-22,268850.0,1293,0.737045630317092
2025-08-23,266350.0,1271,0.7529504327301337
2025-08-24,261215.0,1253,0.7509976057462091
2025-08-25,316700.0,1517,0.7343441001977588
2025-08-26,306875.0,1467,0.7689161554192229
2025-08-27,317880.0,1522,0.7529566360052562
2025-08-28,312005.0,1483,0.7532029669588671
2025-08-29,251180.0,1199,0.74395329441201
2025-08-30,268985.0,1277,0.7556773688332028
2025-08-31,258295.0,1232,0.7402597402597403
2025-09-01,304100.0,1455,0.7498281786941581
2025-09-02,281470.0,1351,0.7298297557364914
2025-09-03,314660.0,1493,0.7387809778968519
2025-09-04,314170.0,1491,0.7565392354124748
2025-09-05,262710.0,1254,0.7511961722488039
2025-09-06,255655.0,1220,0.7557377049180328
2025-09-07,253860.0,1211,0.7514450867052023
2025-09-08,306840.0,1456,0.75
2025-09-09,299055.0,1437,0.7390396659707724
2025-09-10,299330.0,1428,0.7528011204481793
2025-09-11,301700.0,1440,0.74375
2025-09-12,262545.0,1259,0.7553613979348689
2025-09-13,265255.0,1264,0.7737341772151899
2025-09-14,263065.0,1257,0.7374701670644391
2025-09-15,284880.0,1352,0.7662721893491125
2025-09-16,303995.0,1455,0.7532646048109966
2025-09-17,305530.0,1452,0.7506887052341598
2025-09-18,300675.0,1434,0.7454672245467224
2025-09-19,263785.0,1253,0.7438148443735035
2025-09-20,261380.0,1241,0.7784045124899275
2025-09-21,264585.0,1258,0.7488076311605724
2025-09-22,304425.0,1463,0.7511961722488039
2025-09-23,313195.0,1496,0.7546791443850267
2025-09-24,311645.0,1474,0.7808683853459973
2025-09-25,304600.0,1451,0.7505168849069607
2025-09-26,252120.0,1205,0.7593360995850622
2025-09-27,236455.0,1121,0.7618198037466548
2025-09-28,248680.0,1186,0.7563237774030354
2025-09-29,308650.0,1470,0.7312925170068028
2025-09-30,302695.0,1460,0.7616438356164383
2025-10-01,304570.0,1456,0.7493131868131868
2025-10-02,306585.0,1459,0.7470870459218643
2025-10-03,253160.0,1212,0.7607260726072608
2025-10-04,249325.0,1188,0.7626262626262627
2025-10-05,259830.0,1255,0.7434262948207171
2025-10-06,308055.0,1460,0.7452054794520548
2025-10-07,303250.0,1451,0.7339765678842178
2025-10-08,308645.0,1475,0.7288135593220338
2025-10-09,301620.0,1449,0.714975845410628
2025-10-10,280015.0,1335,0.7438202247191011
2025-10-11,266515.0,1278,0.7597809076682316
2025-10-12,259650.0,1246,0.7439807383627608
2025-10-13,308940.0,1466,0.7544338335607094
2025-10-14,313210.0,1497,0.760187040748163
2025-10-15,300500.0,1432,0.7611731843575419
2025-10-16,305630.0,1458,0.7688614540466392
2025-10-17,258120.0,1234,0.7350081037277147
2025-10-18,254325.0,1204,0.7317275747508306
2025-10-19,251155.0,1202,0.7346089850249584
2025-10-20,311930.0,1495,0.7531772575250836
2025-10-21,299670.0,1430,0.7517482517482518
2025-10-22,305245.0,1448,0.7569060773480663
2025-10-23,310035.0,1472,0.7649456521739131
2025-10-24,265575.0,1268,0.7602523659305994
2025-10-25,255515.0,1218,0.7725779967159278
2025-10-26,248225.0,1171,0.7754056362083689
2025-10-27,298185.0,1425,0.7536842105263157
2025-10-28,308545.0,1481,0.7373396353814989
2025-10-29,307955.0,1464,0.7602459016393442
2025-10-30,322830.0,1554,0.7265122265122265
2025-10-31,268590.0,1285,0.7330739299610894
2025-11-01,261730.0,1251,0.7298161470823341
2025-11-02,259810.0,1241,0.7606768734891217
2025-11-03,299345.0,1434,0.7433751743375174
2025-11-04,308080.0,1475,0.7457627118644068
2025-11-05,307715.0,1463,0.760082023239918
2025-11-06,304075.0,1451,0.7525844245348036
2025-11-07,263065.0,1256,0.7539808917197452
2025-11-08,245880.0,1181,0.745977984758679
2025-11-09,262635.0,1263,0.7339667458432304
2025-11-10,298385.0,1434,0.7461645746164575
2025-11-11,310000.0,1482,0.7543859649122807
2025-11-12,318415.0,1523,0.7393302692055155
2025-11-13,286660.0,1364,0.7734604105571847
2025-11-14,273500.0,1315,0.755893536121673
2025-11-15,260865.0,1250,0.7352
2025-11-16,261430.0,1239,0.7530266343825666
2025-11-17,296650.0,1426,0.7349228611500701
2025-11-18,310785.0,1480,0.7655405405405405
2025-11-19,300480.0,1440,0.7166666666666667
2025-11-20,299150.0,1427,0.7386124737210932
2025-11-21,265270.0,1265,0.7351778656126482
2025-11-22,261000.0,1249,0.7638110488390712
2025-11-23,267250.0,1277,0.7384494909945184
2025-11-24,303720.0,1442,0.7718446601941747
2025-11-25,316570.0,1509,0.7601060304837641
2025-11-26,306850.0,1460,0.7595890410958904
2025-11-27,292235.0,1400,0.74
2025-11-28,267285.0,1283,0.7279812938425565
2025-11-29,262490.0,1264,0.7515822784810127
2025-11-30,248975.0,1188,0.7491582491582491
2025-12-01,311565.0,1505,0.7415282392026578
2025-12-02,301375.0,1439,0.7456567060458652
2025-12-03,301115.0,1441,0.7605829285218598
2025-12-04,310180.0,1487,0.7370544720914594
2025-12-05,245635.0,1181,0.7519051651143099
2025-12-06,266535.0,1286,0.7363919129082426
2025-12-07,259340.0,1227,0.7669111654441728
2025-12-08,313960.0,1494,0.7469879518072289
2025-12-09,315435.0,1503,0.7391882900864937
2025-12-10,292260.0,1392,0.7492816091954023
2025-12-11,299430.0,1430,0.7419580419580419
2025-12-12,263325.0,1267,0.7308602999210734
2025-12-13,263580.0,1258,0.7503974562798092
2025-12-14,254005.0,1214,0.7495881383855024
2025-12-15,306970.0,1454,0.7647867950481431
2025-12-16,307555.0,1476,0.7615176151761518
2025-12-17,316525.0,1503,0.7598137059214903
2025-12-18,300045.0,1435,0.7609756097560976
2025-12-19,259975.0,1231,0.760357432981316
2025-12-20,253590.0,1213,0.7502061005770816
2025-12-21,253915.0,1222,0.7471358428805237
2025-12-22,311535.0,1478,0.7706359945872802
2025-12-23,310955.0,1482,0.7638326585695007
2025-12-24,293560.0,1410,0.7304964539007093
2025-12-25,312460.0,1491,0.7464788732394366
2025-12-26,260030.0,1239,0.7562550443906376
2025-12-27,264570.0,1247,0.7914995990376904
2025-12-28,255775.0,1232,0.7418831168831169
2025-12-29,300515.0,1436,0.7681058495821727
2025-12-30,296870.0,1418,0.7616361071932299
2025-12-31,303970.0,1449,0.7584541062801933
2026-01-01,315105.0,1510,0.7596026490066226
2026-01-02,261750.0,1261,0.7375099127676448
2026-01-03,266160.0,1260,0.765079365079365
2026-01-04,261740.0,1256,0.7468152866242038
2026-01-05,304250.0,1438,0.7426981919332406
2026-01-06,306960.0,1469,0.7549353301565691
2026-01-07,309720.0,1484,0.7331536388140162
2026-01-08,305875.0,1464,0.7602459016393442
2026-01-09,256470.0,1226,0.7699836867862969
2026-01-10,270245.0,1306,0.7335375191424196
2026-01-11,259940.0,1241,0.7663174858984689
2026-01-12,300245.0,1435,0.7393728222996516
2026-01-13,305810.0,1456,0.7465659340659341
2026-01-14,306515.0,1475,0.7396610169491525
2026-01-15,299010.0,1437,0.7390396659707724
2026-01-16,263970.0,1266,0.7701421800947867
2026-01-17,266320.0,1267,0.755327545382794
2026-01-18,260965.0,1245,0.7413654618473896
2026-01-19,321540.0,1530,0.7679738562091504
2026-01-20,312070.0,1490,0.7664429530201342
2026-01-21,301485.0,1436,0.7562674094707521
2026-01-22,306535.0,1459,0.7539410555174777
2026-01-23,264220.0,1262,0.7543581616481775
2026-01-24,255520.0,1222,0.734860883797054
2026-01-25,266620.0,1270,0.7480314960629921
2026-01-26,313240.0,1498,0.7550066755674232
2026-01-27,307720.0,1471,0.7545887151597552
2026-01-28,303690.0,1448,0.7658839779005525
2026-01-29,290390.0,1397,0.7451682176091625
2026-01-30,251460.0,1209,0.7485525227460711
2026-01-31,268835.0,1286,0.7472783825816485
2026-02-01,263280.0,1266,0.7369668246445498
2026-02-02,307345.0,1467,0.7580095432856169
2026-02-03,304420.0,1452,0.7589531680440771
2026-02-04,308380.0,1462,0.7503419972640218
2026-02-05,303010.0,1432,0.7639664804469274
2026-02-06,262595.0,1256,0.7364649681528662
2026-02-07,264760.0,1276,0.7225705329153606
2026-02-08,262670.0,1253,0.7541899441340782
2026-02-09,313695.0,1488,0.7681451612903226
2026-02-10,301450.0,1450,0.736551724137931
2026-02-11,294920.0,1404,0.7471509971509972
2026-02-12,310525.0,1491,0.7397719651240778
2026-02-13,254300.0,1221,0.7264537264537264
2026-02-14,258225.0,1230,0.7544715447154472
2026-02-15,259100.0,1252,0.7531948881789138
2026-02-16,308845.0,1475,0.736271186440678
2026-02-17,294445.0,1409,0.7544357700496807
2026-02-18,304575.0,1469,0.7549353301565691
2026-02-19,318765.0,1527,0.7452521283562541
2026-02-20,275775.0,1325,0.7381132075471698
2026-02-21,253885.0,1224,0.7287581699346405
2026-02-22,277025.0,1325,0.759245283018868
2026-02-23,311640.0,1485,0.7528619528619529
2026-02-24,315215.0,1500,0.7533333333333333
2026-02-25,309830.0,1489,0.7535258562793822
2026-02-26,303830.0,1439,0.7560806115357888
2026-02-27,257075.0,1225,0.7575510204081632
2026-02-28,246590.0,1179,0.7353689567430025
2026-03-01,261235.0,1245,0.7518072289156627
2026-03-02,307080.0,1466,0.7612551159618008
2026-03-03,301575.0,1441,0.7369882026370576
2026-03-04,312455.0,1499,0.7371581054036024
2026-03-05,307220.0,1471,0.7505098572399728
2026-03-06,269690.0,1290,0.7581395348837209
2026-03-07,264495.0,1255,0.7466135458167331
2026-03-08,254805.0,1219,0.7456931911402789
2026-03-09,312590.0,1497,0.7448229792919172
2026-03-10,332385.0,1583,0.7530006317119393
2026-03-11,315035.0,1511,0.7551290536068829
2026-03-12,307930.0,1480,0.7432432432432432
2026-03-13,252170.0,1200,0.7641666666666667
2026-03-14,266295.0,1264,0.752373417721519
2026-03-15,262325.0,1244,0.752411575562701
2026-03-16,304590.0,1456,0.7657967032967034
2026-03-17,293095.0,1402,0.7489300998573466
2026-03-18,314850.0,1503,0.7551563539587491
2026-03-19,304545.0,1455,0.734020618556701
2026-03-20,265615.0,1273,0.7219167321288296
2026-03-21,260320.0,1256,0.7436305732484076
2026-03-22,259125.0,1230,0.7577235772357723
2026-03-23,304280.0,1461,0.7330595482546202
2026-03-24,298150.0,1431,0.7393431167016072
2026-03-25,302245.0,1446,0.7579529737206085
2026-03-26,313140.0,1485,0.7582491582491583
2026-03-27,252335.0,1200,0.7441666666666666
2026-03-28,252640.0,1204,0.7616279069767442
2026-03-29,246015.0,1170,0.7495726495726496
2026-03-30,302355.0,1444,0.7576177285318559
2026-03-31,310210.0,1475,0.7776271186440677
2026-04-01,296115.0,1418,0.7390691114245416
2026-04-02,318280.0,1526,0.7385321100917431
2026-04-03,267250.0,1275,0.7458823529411764
2026-04-04,259140.0,1248,0.7395833333333334
2026-04-05,262750.0,1250,0.7432
2026-04-06,298870.0,1434,0.7454672245467224
2026-04-07,314925.0,1515,0.7386138613861386
2026-04-08,306455.0,1457,0.7666437886067261
2026-04-09,304130.0,1456,0.7458791208791209
2026-04-10,260025.0,1251,0.7266187050359713
2026-04-11,250365.0,1195,0.7615062761506276
2026-04-12,262940.0,1259,0.7410643367752184
2026-04-13,303910.0,1448,0.7437845303867403
2026-04-14,301870.0,1437,0.7599164926931107
2026-04-15,307585.0,1470,0.7551020408163265
2026-04-16,311335.0,1489,0.748153122901276
2026-04-17,249640.0,1198,0.7704507512520868
2026-04-18,262945.0,1250,0.7616
2026-04-19,270300.0,1285,0.7556420233463035
2026-04-20,302810.0,1450,0.7531034482758621
2026-04-21,299575.0,1426,0.7657784011220197
2026-04-22,314285.0,1493,0.7729403884795714
2026-04-23,305410.0,1473,0.7589952477936185
2026-04-24,257395.0,1228,0.746742671009772
2026-04-25,255525.0,1223,0.7391659852820932
2026-04-26,264190.0,1254,0.733652312599681
2026-04-27,303900.0,1443,0.7560637560637561
2026-04-28,300025.0,1430,0.7769230769230769
2026-04-29,298295.0,1425,0.7501754385964913
2026-04-30,305965.0,1458,0.7681755829903978
2026-05-01,254115.0,1220,0.7565573770491804
2026-05-02,242840.0,1164,0.743127147766323
2026-05-03,258680.0,1240,0.7508064516129033
2026-05-04,297750.0,1430,0.7468531468531469
2026-05-05,313255.0,1501,0.7554963357761493
2026-05-06,299970.0,1425,0.7480701754385964
2026-05-07,303490.0,1454,0.7482806052269602
2026-05-08,257590.0,1235,0.734412955465587
2026-05-09,272585.0,1296,0.7530864197530864
2026-05-10,253890.0,1229,0.7290480065093572
2026-05-11,320060.0,1531,0.7563683866753755
2026-05-12,302800.0,1446,0.7517289073305671
2026-05-13,304265.0,1447,0.7581202487906012
2026-05-14,295915.0,1425,0.7375438596491228
2026-05-15,256630.0,1216,0.7697368421052632
2026-05-16,257635.0,1227,0.7758761206193969
2026-05-17,262275.0,1257,0.7462211614956245
2026-05-18,316370.0,1524,0.7388451443569554
2026-05-19,293760.0,1416,0.7450564971751412
2026-05-20,296750.0,1434,0.7468619246861925
2026-05-21,307740.0,1461,0.7604380561259412
2026-05-22,257675.0,1219,0.7325676784249385
2026-05-23,255925.0,1225,0.7444897959183674
2026-05-24,262340.0,1256,0.7245222929936306
2026-05-25,303020.0,1440,0.7604166666666666
2026-05-26,325215.0,1546,0.7677878395860285
2026-05-27,300640.0,1439,0.7359277275886031
2026-05-28,278970.0,1337,0.7359760658189978
2026-05-29,252600.0,1214,0.7594728171334432
2026-05-30,262780.0,1252,0.7731629392971247
2026-05-31,263580.0,1259,0.7601270849880858
2026-06-01,322690.0,1542,0.7652399481193255
